207 documents , 1 concepts , 985 context features (15281) 
kappaF 10.000000, kappaK 4.000000, a0 7.000000, b0 3.000000, K 15, max_docs_per_slice 2000, start -800, end 400, times 13, dT 100, I 1000


map[]

===============  per type  ===============
1.5254816749105387e-06   T=0,K=0:  nlsj61372 (0.108) ; 115887 (0.032) ; 49780 (0.023) ; 15281 (0.023) ; 90504 (0.022) ; 114684 (0.022) ; 92783 (0.021) ; 15274 (0.020) ; 12485 (0.020) ; 19412 (0.019) ; 
5.086579616645244e-05   T=9,K=14:  29809 (0.029) ; 22209 (0.029) ; 62204 (0.021) ; 28569 (0.019) ; 110734 (0.018) ; 43357 (0.017) ; 33494 (0.015) ; 52571 (0.015) ; 45996 (0.014) ; 80155 (0.013) ; 

Time=9  
0.07790628865866903   T=9,K=0:  nlsj61372 (0.044) ; 115887 (0.028) ; 15274 (0.026) ; 75595 (0.022) ; 74621 (0.019) ; 30040 (0.019) ; 92783 (0.019) ; 112832 (0.016) ; 14023 (0.014) ; 21802 (0.014) ; 
0.05647887870091971   T=9,K=1:  14181 (0.047) ; 30078 (0.029) ; 59660 (0.025) ; 115887 (0.024) ; 42214 (0.023) ; 56723 (0.022) ; 48479 (0.022) ; 31945 (0.019) ; 73277 (0.018) ; 114413 (0.016) ; 
0.22184710127961493   T=9,K=2:  63772 (0.051) ; 52571 (0.027) ; 63724 (0.026) ; 70922 (0.023) ; 25733 (0.022) ; 77613 (0.020) ; 1564 (0.018) ; 15047 (0.018) ; 98982 (0.015) ; 102736 (0.015) ; 
0.0843170130443142   T=9,K=3:  115055 (0.061) ; 110734 (0.058) ; 45996 (0.056) ; 112833 (0.033) ; 104421 (0.032) ; nlsj107632 (0.024) ; 28139 (0.023) ; 64137 (0.023) ; 4845 (0.022) ; 74126 (0.022) ; 
0.07611488389860507   T=9,K=4:  13096 (0.038) ; 70039 (0.030) ; 64165 (0.027) ; 51148 (0.023) ; 114404 (0.023) ; 84234 (0.022) ; 12162 (0.021) ; 25733 (0.021) ; 26233 (0.020) ; 63772 (0.019) ; 
0.009779435136492931   T=9,K=5:  92323 (0.080) ; 47687 (0.059) ; 39192 (0.056) ; 99744 (0.053) ; 102000 (0.050) ; 95384 (0.048) ; 6330 (0.027) ; 47913 (0.026) ; 59660 (0.025) ; nlsj68228 (0.024) ; 
0.030542117299382953   T=9,K=6:  36180 (0.106) ; 61245 (0.067) ; 77699 (0.046) ; 77837 (0.035) ; 69776 (0.029) ; 110598 (0.022) ; 55215 (0.021) ; 103805 (0.020) ; 112703 (0.019) ; 84505 (0.018) ; 
0.0774557154029391   T=9,K=7:  37777 (0.038) ; 84245 (0.035) ; 57460 (0.032) ; 61245 (0.032) ; 114615 (0.031) ; 41024 (0.031) ; 44964 (0.031) ; 52571 (0.026) ; 64165 (0.026) ; 114548 (0.023) ; 
0.03539799331495167   T=9,K=8:  nlsj9493 (0.142) ; 54469 (0.110) ; 2815 (0.051) ; 26196 (0.048) ; 42830 (0.037) ; 63013 (0.035) ; 51241 (0.034) ; 21872 (0.033) ; 52332 (0.031) ; 115301 (0.030) ; 
0.1205833572047544   T=9,K=9:  42713 (0.057) ; 66342 (0.044) ; 46249 (0.042) ; 11305 (0.036) ; 68876 (0.029) ; 90504 (0.029) ; 28569 (0.025) ; 24104 (0.024) ; 73672 (0.021) ; 43206 (0.021) ; 
0.017489210350235006   T=9,K=10:  63772 (0.058) ; 74126 (0.053) ; nlsj71743 (0.049) ; 110114 (0.027) ; 11174 (0.027) ; 49397 (0.023) ; 463 (0.022) ; 92105 (0.020) ; 13096 (0.020) ; 113388 (0.018) ; 
0.0013077944092051512   T=9,K=11:  115887 (0.075) ; 72627 (0.046) ; 63772 (0.044) ; 103701 (0.035) ; 20621 (0.029) ; 92094 (0.028) ; 6339 (0.023) ; 112720 (0.023) ; 57340 (0.022) ; 100990 (0.021) ; 
0.05922621079429264   T=9,K=12:  15281 (0.033) ; 15047 (0.033) ; 15274 (0.031) ; 4548 (0.028) ; 110639 (0.027) ; 42267 (0.026) ; 102000 (0.025) ; 84234 (0.025) ; 58066 (0.022) ; 65313 (0.022) ; 
0.09625328382838254   T=9,K=13:  84234 (0.070) ; 63772 (0.068) ; 15281 (0.042) ; 66295 (0.035) ; 15047 (0.020) ; 19775 (0.019) ; 61791 (0.018) ; 46712 (0.018) ; 112720 (0.016) ; 28566 (0.015) ; 
0.035300716677240614   T=9,K=14:  29809 (0.029) ; 22209 (0.029) ; 62204 (0.021) ; 28569 (0.019) ; 110734 (0.018) ; 43357 (0.017) ; 33494 (0.015) ; 52571 (0.015) ; 45996 (0.014) ; 80155 (0.013) ; 

Time=9  
0.02041113012476416   T=9,K=0:  nlsj61372 (0.044) ; 115887 (0.028) ; 15274 (0.026) ; 75595 (0.022) ; 74621 (0.019) ; 30040 (0.019) ; 92783 (0.019) ; 112832 (0.016) ; 14023 (0.014) ; 21802 (0.014) ; 
0.06974928240403858   T=9,K=1:  14181 (0.047) ; 30078 (0.029) ; 59660 (0.025) ; 115887 (0.024) ; 42214 (0.023) ; 56723 (0.022) ; 48479 (0.022) ; 31945 (0.019) ; 73277 (0.018) ; 114413 (0.016) ; 
0.022536489513665426   T=9,K=2:  63772 (0.051) ; 52571 (0.027) ; 63724 (0.026) ; 70922 (0.023) ; 25733 (0.022) ; 77613 (0.020) ; 1564 (0.018) ; 15047 (0.018) ; 98982 (0.015) ; 102736 (0.015) ; 
0.0016291747295182947   T=9,K=3:  115055 (0.061) ; 110734 (0.058) ; 45996 (0.056) ; 112833 (0.033) ; 104421 (0.032) ; nlsj107632 (0.024) ; 28139 (0.023) ; 64137 (0.023) ; 4845 (0.022) ; 74126 (0.022) ; 
7.376689480502138e-06   T=9,K=4:  13096 (0.038) ; 70039 (0.030) ; 64165 (0.027) ; 51148 (0.023) ; 114404 (0.023) ; 84234 (0.022) ; 12162 (0.021) ; 25733 (0.021) ; 26233 (0.020) ; 63772 (0.019) ; 
0.4448623230773695   T=9,K=5:  92323 (0.080) ; 47687 (0.059) ; 39192 (0.056) ; 99744 (0.053) ; 102000 (0.050) ; 95384 (0.048) ; 6330 (0.027) ; 47913 (0.026) ; 59660 (0.025) ; nlsj68228 (0.024) ; 
0.1595797699092847   T=9,K=6:  36180 (0.106) ; 61245 (0.067) ; 77699 (0.046) ; 77837 (0.035) ; 69776 (0.029) ; 110598 (0.022) ; 55215 (0.021) ; 103805 (0.020) ; 112703 (0.019) ; 84505 (0.018) ; 
0.22530616081690255   T=9,K=7:  37777 (0.038) ; 84245 (0.035) ; 57460 (0.032) ; 61245 (0.032) ; 114615 (0.031) ; 41024 (0.031) ; 44964 (0.031) ; 52571 (0.026) ; 64165 (0.026) ; 114548 (0.023) ; 
0.015781901662672675   T=9,K=8:  nlsj9493 (0.142) ; 54469 (0.110) ; 2815 (0.051) ; 26196 (0.048) ; 42830 (0.037) ; 63013 (0.035) ; 51241 (0.034) ; 21872 (0.033) ; 52332 (0.031) ; 115301 (0.030) ; 
0.0018598436573390325   T=9,K=9:  42713 (0.057) ; 66342 (0.044) ; 46249 (0.042) ; 11305 (0.036) ; 68876 (0.029) ; 90504 (0.029) ; 28569 (0.025) ; 24104 (0.024) ; 73672 (0.021) ; 43206 (0.021) ; 
0.033237248869385824   T=9,K=10:  63772 (0.058) ; 74126 (0.053) ; nlsj71743 (0.049) ; 110114 (0.027) ; 11174 (0.027) ; 49397 (0.023) ; 463 (0.022) ; 92105 (0.020) ; 13096 (0.020) ; 113388 (0.018) ; 
0.001783979881599679   T=9,K=11:  115887 (0.075) ; 72627 (0.046) ; 63772 (0.044) ; 103701 (0.035) ; 20621 (0.029) ; 92094 (0.028) ; 6339 (0.023) ; 112720 (0.023) ; 57340 (0.022) ; 100990 (0.021) ; 
0.0021626761682676373   T=9,K=12:  15281 (0.033) ; 15047 (0.033) ; 15274 (0.031) ; 4548 (0.028) ; 110639 (0.027) ; 42267 (0.026) ; 102000 (0.025) ; 84234 (0.025) ; 58066 (0.022) ; 65313 (0.022) ; 
0.00011264682973912675   T=9,K=13:  84234 (0.070) ; 63772 (0.068) ; 15281 (0.042) ; 66295 (0.035) ; 15047 (0.020) ; 19775 (0.019) ; 61791 (0.018) ; 46712 (0.018) ; 112720 (0.016) ; 28566 (0.015) ; 
0.0009799956659725128   T=9,K=14:  29809 (0.029) ; 22209 (0.029) ; 62204 (0.021) ; 28569 (0.019) ; 110734 (0.018) ; 43357 (0.017) ; 33494 (0.015) ; 52571 (0.015) ; 45996 (0.014) ; 80155 (0.013) ; 

Time=9  
0.40355513010338284   T=9,K=0:  nlsj61372 (0.044) ; 115887 (0.028) ; 15274 (0.026) ; 75595 (0.022) ; 74621 (0.019) ; 30040 (0.019) ; 92783 (0.019) ; 112832 (0.016) ; 14023 (0.014) ; 21802 (0.014) ; 
0.03217943693149484   T=9,K=1:  14181 (0.047) ; 30078 (0.029) ; 59660 (0.025) ; 115887 (0.024) ; 42214 (0.023) ; 56723 (0.022) ; 48479 (0.022) ; 31945 (0.019) ; 73277 (0.018) ; 114413 (0.016) ; 
0.12292184607700533   T=9,K=2:  63772 (0.051) ; 52571 (0.027) ; 63724 (0.026) ; 70922 (0.023) ; 25733 (0.022) ; 77613 (0.020) ; 1564 (0.018) ; 15047 (0.018) ; 98982 (0.015) ; 102736 (0.015) ; 
0.016552164594185074   T=9,K=3:  115055 (0.061) ; 110734 (0.058) ; 45996 (0.056) ; 112833 (0.033) ; 104421 (0.032) ; nlsj107632 (0.024) ; 28139 (0.023) ; 64137 (0.023) ; 4845 (0.022) ; 74126 (0.022) ; 
0.03272499862174252   T=9,K=4:  13096 (0.038) ; 70039 (0.030) ; 64165 (0.027) ; 51148 (0.023) ; 114404 (0.023) ; 84234 (0.022) ; 12162 (0.021) ; 25733 (0.021) ; 26233 (0.020) ; 63772 (0.019) ; 
2.6395706561090916e-05   T=9,K=5:  92323 (0.080) ; 47687 (0.059) ; 39192 (0.056) ; 99744 (0.053) ; 102000 (0.050) ; 95384 (0.048) ; 6330 (0.027) ; 47913 (0.026) ; 59660 (0.025) ; nlsj68228 (0.024) ; 
0.021054267567609954   T=9,K=6:  36180 (0.106) ; 61245 (0.067) ; 77699 (0.046) ; 77837 (0.035) ; 69776 (0.029) ; 110598 (0.022) ; 55215 (0.021) ; 103805 (0.020) ; 112703 (0.019) ; 84505 (0.018) ; 
0.018050533271906415   T=9,K=7:  37777 (0.038) ; 84245 (0.035) ; 57460 (0.032) ; 61245 (0.032) ; 114615 (0.031) ; 41024 (0.031) ; 44964 (0.031) ; 52571 (0.026) ; 64165 (0.026) ; 114548 (0.023) ; 
0.059511719827282455   T=9,K=8:  nlsj9493 (0.142) ; 54469 (0.110) ; 2815 (0.051) ; 26196 (0.048) ; 42830 (0.037) ; 63013 (0.035) ; 51241 (0.034) ; 21872 (0.033) ; 52332 (0.031) ; 115301 (0.030) ; 
0.04125953159816841   T=9,K=9:  42713 (0.057) ; 66342 (0.044) ; 46249 (0.042) ; 11305 (0.036) ; 68876 (0.029) ; 90504 (0.029) ; 28569 (0.025) ; 24104 (0.024) ; 73672 (0.021) ; 43206 (0.021) ; 
0.03334630822826623   T=9,K=10:  63772 (0.058) ; 74126 (0.053) ; nlsj71743 (0.049) ; 110114 (0.027) ; 11174 (0.027) ; 49397 (0.023) ; 463 (0.022) ; 92105 (0.020) ; 13096 (0.020) ; 113388 (0.018) ; 
0.022990059736052067   T=9,K=11:  115887 (0.075) ; 72627 (0.046) ; 63772 (0.044) ; 103701 (0.035) ; 20621 (0.029) ; 92094 (0.028) ; 6339 (0.023) ; 112720 (0.023) ; 57340 (0.022) ; 100990 (0.021) ; 
0.0033692686464735122   T=9,K=12:  15281 (0.033) ; 15047 (0.033) ; 15274 (0.031) ; 4548 (0.028) ; 110639 (0.027) ; 42267 (0.026) ; 102000 (0.025) ; 84234 (0.025) ; 58066 (0.022) ; 65313 (0.022) ; 
0.18138616462480173   T=9,K=13:  84234 (0.070) ; 63772 (0.068) ; 15281 (0.042) ; 66295 (0.035) ; 15047 (0.020) ; 19775 (0.019) ; 61791 (0.018) ; 46712 (0.018) ; 112720 (0.016) ; 28566 (0.015) ; 
0.011072174465067555   T=9,K=14:  29809 (0.029) ; 22209 (0.029) ; 62204 (0.021) ; 28569 (0.019) ; 110734 (0.018) ; 43357 (0.017) ; 33494 (0.015) ; 52571 (0.015) ; 45996 (0.014) ; 80155 (0.013) ; 

Time=9  
0.00833669553665096   T=9,K=0:  nlsj61372 (0.044) ; 115887 (0.028) ; 15274 (0.026) ; 75595 (0.022) ; 74621 (0.019) ; 30040 (0.019) ; 92783 (0.019) ; 112832 (0.016) ; 14023 (0.014) ; 21802 (0.014) ; 
0.0016716957119550084   T=9,K=1:  14181 (0.047) ; 30078 (0.029) ; 59660 (0.025) ; 115887 (0.024) ; 42214 (0.023) ; 56723 (0.022) ; 48479 (0.022) ; 31945 (0.019) ; 73277 (0.018) ; 114413 (0.016) ; 
0.04638751617686216   T=9,K=2:  63772 (0.051) ; 52571 (0.027) ; 63724 (0.026) ; 70922 (0.023) ; 25733 (0.022) ; 77613 (0.020) ; 1564 (0.018) ; 15047 (0.018) ; 98982 (0.015) ; 102736 (0.015) ; 
0.003106047720983608   T=9,K=3:  115055 (0.061) ; 110734 (0.058) ; 45996 (0.056) ; 112833 (0.033) ; 104421 (0.032) ; nlsj107632 (0.024) ; 28139 (0.023) ; 64137 (0.023) ; 4845 (0.022) ; 74126 (0.022) ; 
0.00043964518217630205   T=9,K=4:  13096 (0.038) ; 70039 (0.030) ; 64165 (0.027) ; 51148 (0.023) ; 114404 (0.023) ; 84234 (0.022) ; 12162 (0.021) ; 25733 (0.021) ; 26233 (0.020) ; 63772 (0.019) ; 
0.005082855883630698   T=9,K=5:  92323 (0.080) ; 47687 (0.059) ; 39192 (0.056) ; 99744 (0.053) ; 102000 (0.050) ; 95384 (0.048) ; 6330 (0.027) ; 47913 (0.026) ; 59660 (0.025) ; nlsj68228 (0.024) ; 
0.0928414043218198   T=9,K=6:  36180 (0.106) ; 61245 (0.067) ; 77699 (0.046) ; 77837 (0.035) ; 69776 (0.029) ; 110598 (0.022) ; 55215 (0.021) ; 103805 (0.020) ; 112703 (0.019) ; 84505 (0.018) ; 
0.028552031146318598   T=9,K=7:  37777 (0.038) ; 84245 (0.035) ; 57460 (0.032) ; 61245 (0.032) ; 114615 (0.031) ; 41024 (0.031) ; 44964 (0.031) ; 52571 (0.026) ; 64165 (0.026) ; 114548 (0.023) ; 
0.08561677734533403   T=9,K=8:  nlsj9493 (0.142) ; 54469 (0.110) ; 2815 (0.051) ; 26196 (0.048) ; 42830 (0.037) ; 63013 (0.035) ; 51241 (0.034) ; 21872 (0.033) ; 52332 (0.031) ; 115301 (0.030) ; 
0.15064549206660954   T=9,K=9:  42713 (0.057) ; 66342 (0.044) ; 46249 (0.042) ; 11305 (0.036) ; 68876 (0.029) ; 90504 (0.029) ; 28569 (0.025) ; 24104 (0.024) ; 73672 (0.021) ; 43206 (0.021) ; 
0.05542112892052511   T=9,K=10:  63772 (0.058) ; 74126 (0.053) ; nlsj71743 (0.049) ; 110114 (0.027) ; 11174 (0.027) ; 49397 (0.023) ; 463 (0.022) ; 92105 (0.020) ; 13096 (0.020) ; 113388 (0.018) ; 
0.0001475666599457751   T=9,K=11:  115887 (0.075) ; 72627 (0.046) ; 63772 (0.044) ; 103701 (0.035) ; 20621 (0.029) ; 92094 (0.028) ; 6339 (0.023) ; 112720 (0.023) ; 57340 (0.022) ; 100990 (0.021) ; 
0.34656330985504086   T=9,K=12:  15281 (0.033) ; 15047 (0.033) ; 15274 (0.031) ; 4548 (0.028) ; 110639 (0.027) ; 42267 (0.026) ; 102000 (0.025) ; 84234 (0.025) ; 58066 (0.022) ; 65313 (0.022) ; 
0.002423235365515625   T=9,K=13:  84234 (0.070) ; 63772 (0.068) ; 15281 (0.042) ; 66295 (0.035) ; 15047 (0.020) ; 19775 (0.019) ; 61791 (0.018) ; 46712 (0.018) ; 112720 (0.016) ; 28566 (0.015) ; 
0.172764598106632   T=9,K=14:  29809 (0.029) ; 22209 (0.029) ; 62204 (0.021) ; 28569 (0.019) ; 110734 (0.018) ; 43357 (0.017) ; 33494 (0.015) ; 52571 (0.015) ; 45996 (0.014) ; 80155 (0.013) ; 

Time=9  
0.15760774316073223   T=9,K=0:  nlsj61372 (0.044) ; 115887 (0.028) ; 15274 (0.026) ; 75595 (0.022) ; 74621 (0.019) ; 30040 (0.019) ; 92783 (0.019) ; 112832 (0.016) ; 14023 (0.014) ; 21802 (0.014) ; 
0.08271637970731828   T=9,K=1:  14181 (0.047) ; 30078 (0.029) ; 59660 (0.025) ; 115887 (0.024) ; 42214 (0.023) ; 56723 (0.022) ; 48479 (0.022) ; 31945 (0.019) ; 73277 (0.018) ; 114413 (0.016) ; 
0.05803111352511684   T=9,K=2:  63772 (0.051) ; 52571 (0.027) ; 63724 (0.026) ; 70922 (0.023) ; 25733 (0.022) ; 77613 (0.020) ; 1564 (0.018) ; 15047 (0.018) ; 98982 (0.015) ; 102736 (0.015) ; 
0.012017092746760995   T=9,K=3:  115055 (0.061) ; 110734 (0.058) ; 45996 (0.056) ; 112833 (0.033) ; 104421 (0.032) ; nlsj107632 (0.024) ; 28139 (0.023) ; 64137 (0.023) ; 4845 (0.022) ; 74126 (0.022) ; 
0.04447938886616732   T=9,K=4:  13096 (0.038) ; 70039 (0.030) ; 64165 (0.027) ; 51148 (0.023) ; 114404 (0.023) ; 84234 (0.022) ; 12162 (0.021) ; 25733 (0.021) ; 26233 (0.020) ; 63772 (0.019) ; 
0.0036155855199480375   T=9,K=5:  92323 (0.080) ; 47687 (0.059) ; 39192 (0.056) ; 99744 (0.053) ; 102000 (0.050) ; 95384 (0.048) ; 6330 (0.027) ; 47913 (0.026) ; 59660 (0.025) ; nlsj68228 (0.024) ; 
0.052505892544148995   T=9,K=6:  36180 (0.106) ; 61245 (0.067) ; 77699 (0.046) ; 77837 (0.035) ; 69776 (0.029) ; 110598 (0.022) ; 55215 (0.021) ; 103805 (0.020) ; 112703 (0.019) ; 84505 (0.018) ; 
0.008149558863619842   T=9,K=7:  37777 (0.038) ; 84245 (0.035) ; 57460 (0.032) ; 61245 (0.032) ; 114615 (0.031) ; 41024 (0.031) ; 44964 (0.031) ; 52571 (0.026) ; 64165 (0.026) ; 114548 (0.023) ; 
0.01656977705197718   T=9,K=8:  nlsj9493 (0.142) ; 54469 (0.110) ; 2815 (0.051) ; 26196 (0.048) ; 42830 (0.037) ; 63013 (0.035) ; 51241 (0.034) ; 21872 (0.033) ; 52332 (0.031) ; 115301 (0.030) ; 
0.06395160487881615   T=9,K=9:  42713 (0.057) ; 66342 (0.044) ; 46249 (0.042) ; 11305 (0.036) ; 68876 (0.029) ; 90504 (0.029) ; 28569 (0.025) ; 24104 (0.024) ; 73672 (0.021) ; 43206 (0.021) ; 
0.018186665138506655   T=9,K=10:  63772 (0.058) ; 74126 (0.053) ; nlsj71743 (0.049) ; 110114 (0.027) ; 11174 (0.027) ; 49397 (0.023) ; 463 (0.022) ; 92105 (0.020) ; 13096 (0.020) ; 113388 (0.018) ; 
0.02231552198400249   T=9,K=11:  115887 (0.075) ; 72627 (0.046) ; 63772 (0.044) ; 103701 (0.035) ; 20621 (0.029) ; 92094 (0.028) ; 6339 (0.023) ; 112720 (0.023) ; 57340 (0.022) ; 100990 (0.021) ; 
0.15314858771300102   T=9,K=12:  15281 (0.033) ; 15047 (0.033) ; 15274 (0.031) ; 4548 (0.028) ; 110639 (0.027) ; 42267 (0.026) ; 102000 (0.025) ; 84234 (0.025) ; 58066 (0.022) ; 65313 (0.022) ; 
0.15187220040479213   T=9,K=13:  84234 (0.070) ; 63772 (0.068) ; 15281 (0.042) ; 66295 (0.035) ; 15047 (0.020) ; 19775 (0.019) ; 61791 (0.018) ; 46712 (0.018) ; 112720 (0.016) ; 28566 (0.015) ; 
0.1548328878950917   T=9,K=14:  29809 (0.029) ; 22209 (0.029) ; 62204 (0.021) ; 28569 (0.019) ; 110734 (0.018) ; 43357 (0.017) ; 33494 (0.015) ; 52571 (0.015) ; 45996 (0.014) ; 80155 (0.013) ; 

Time=9  
0.09429611603783741   T=9,K=0:  nlsj61372 (0.044) ; 115887 (0.028) ; 15274 (0.026) ; 75595 (0.022) ; 74621 (0.019) ; 30040 (0.019) ; 92783 (0.019) ; 112832 (0.016) ; 14023 (0.014) ; 21802 (0.014) ; 
0.010837359933182612   T=9,K=1:  14181 (0.047) ; 30078 (0.029) ; 59660 (0.025) ; 115887 (0.024) ; 42214 (0.023) ; 56723 (0.022) ; 48479 (0.022) ; 31945 (0.019) ; 73277 (0.018) ; 114413 (0.016) ; 
0.06443100166283149   T=9,K=2:  63772 (0.051) ; 52571 (0.027) ; 63724 (0.026) ; 70922 (0.023) ; 25733 (0.022) ; 77613 (0.020) ; 1564 (0.018) ; 15047 (0.018) ; 98982 (0.015) ; 102736 (0.015) ; 
0.0007975316898529128   T=9,K=3:  115055 (0.061) ; 110734 (0.058) ; 45996 (0.056) ; 112833 (0.033) ; 104421 (0.032) ; nlsj107632 (0.024) ; 28139 (0.023) ; 64137 (0.023) ; 4845 (0.022) ; 74126 (0.022) ; 
0.035175938669342884   T=9,K=4:  13096 (0.038) ; 70039 (0.030) ; 64165 (0.027) ; 51148 (0.023) ; 114404 (0.023) ; 84234 (0.022) ; 12162 (0.021) ; 25733 (0.021) ; 26233 (0.020) ; 63772 (0.019) ; 
0.07292115164761068   T=9,K=5:  92323 (0.080) ; 47687 (0.059) ; 39192 (0.056) ; 99744 (0.053) ; 102000 (0.050) ; 95384 (0.048) ; 6330 (0.027) ; 47913 (0.026) ; 59660 (0.025) ; nlsj68228 (0.024) ; 
0.0020757832452848297   T=9,K=6:  36180 (0.106) ; 61245 (0.067) ; 77699 (0.046) ; 77837 (0.035) ; 69776 (0.029) ; 110598 (0.022) ; 55215 (0.021) ; 103805 (0.020) ; 112703 (0.019) ; 84505 (0.018) ; 
0.013460898786877807   T=9,K=7:  37777 (0.038) ; 84245 (0.035) ; 57460 (0.032) ; 61245 (0.032) ; 114615 (0.031) ; 41024 (0.031) ; 44964 (0.031) ; 52571 (0.026) ; 64165 (0.026) ; 114548 (0.023) ; 
0.0033043358474042126   T=9,K=8:  nlsj9493 (0.142) ; 54469 (0.110) ; 2815 (0.051) ; 26196 (0.048) ; 42830 (0.037) ; 63013 (0.035) ; 51241 (0.034) ; 21872 (0.033) ; 52332 (0.031) ; 115301 (0.030) ; 
0.006095888127087125   T=9,K=9:  42713 (0.057) ; 66342 (0.044) ; 46249 (0.042) ; 11305 (0.036) ; 68876 (0.029) ; 90504 (0.029) ; 28569 (0.025) ; 24104 (0.024) ; 73672 (0.021) ; 43206 (0.021) ; 
0.07395325018041302   T=9,K=10:  63772 (0.058) ; 74126 (0.053) ; nlsj71743 (0.049) ; 110114 (0.027) ; 11174 (0.027) ; 49397 (0.023) ; 463 (0.022) ; 92105 (0.020) ; 13096 (0.020) ; 113388 (0.018) ; 
0.07699139475186201   T=9,K=11:  115887 (0.075) ; 72627 (0.046) ; 63772 (0.044) ; 103701 (0.035) ; 20621 (0.029) ; 92094 (0.028) ; 6339 (0.023) ; 112720 (0.023) ; 57340 (0.022) ; 100990 (0.021) ; 
0.14206797273944877   T=9,K=12:  15281 (0.033) ; 15047 (0.033) ; 15274 (0.031) ; 4548 (0.028) ; 110639 (0.027) ; 42267 (0.026) ; 102000 (0.025) ; 84234 (0.025) ; 58066 (0.022) ; 65313 (0.022) ; 
0.00926173728490691   T=9,K=13:  84234 (0.070) ; 63772 (0.068) ; 15281 (0.042) ; 66295 (0.035) ; 15047 (0.020) ; 19775 (0.019) ; 61791 (0.018) ; 46712 (0.018) ; 112720 (0.016) ; 28566 (0.015) ; 
0.3943296393960575   T=9,K=14:  29809 (0.029) ; 22209 (0.029) ; 62204 (0.021) ; 28569 (0.019) ; 110734 (0.018) ; 43357 (0.017) ; 33494 (0.015) ; 52571 (0.015) ; 45996 (0.014) ; 80155 (0.013) ; 

Time=9  
0.5379669972677195   T=9,K=0:  nlsj61372 (0.044) ; 115887 (0.028) ; 15274 (0.026) ; 75595 (0.022) ; 74621 (0.019) ; 30040 (0.019) ; 92783 (0.019) ; 112832 (0.016) ; 14023 (0.014) ; 21802 (0.014) ; 
0.03263601034732674   T=9,K=1:  14181 (0.047) ; 30078 (0.029) ; 59660 (0.025) ; 115887 (0.024) ; 42214 (0.023) ; 56723 (0.022) ; 48479 (0.022) ; 31945 (0.019) ; 73277 (0.018) ; 114413 (0.016) ; 
0.03517676570509078   T=9,K=2:  63772 (0.051) ; 52571 (0.027) ; 63724 (0.026) ; 70922 (0.023) ; 25733 (0.022) ; 77613 (0.020) ; 1564 (0.018) ; 15047 (0.018) ; 98982 (0.015) ; 102736 (0.015) ; 
0.13372202026399815   T=9,K=3:  115055 (0.061) ; 110734 (0.058) ; 45996 (0.056) ; 112833 (0.033) ; 104421 (0.032) ; nlsj107632 (0.024) ; 28139 (0.023) ; 64137 (0.023) ; 4845 (0.022) ; 74126 (0.022) ; 
0.024915655580506717   T=9,K=4:  13096 (0.038) ; 70039 (0.030) ; 64165 (0.027) ; 51148 (0.023) ; 114404 (0.023) ; 84234 (0.022) ; 12162 (0.021) ; 25733 (0.021) ; 26233 (0.020) ; 63772 (0.019) ; 
0.007369007465496676   T=9,K=5:  92323 (0.080) ; 47687 (0.059) ; 39192 (0.056) ; 99744 (0.053) ; 102000 (0.050) ; 95384 (0.048) ; 6330 (0.027) ; 47913 (0.026) ; 59660 (0.025) ; nlsj68228 (0.024) ; 
0.0003890616866959282   T=9,K=6:  36180 (0.106) ; 61245 (0.067) ; 77699 (0.046) ; 77837 (0.035) ; 69776 (0.029) ; 110598 (0.022) ; 55215 (0.021) ; 103805 (0.020) ; 112703 (0.019) ; 84505 (0.018) ; 
7.222832234797805e-05   T=9,K=7:  37777 (0.038) ; 84245 (0.035) ; 57460 (0.032) ; 61245 (0.032) ; 114615 (0.031) ; 41024 (0.031) ; 44964 (0.031) ; 52571 (0.026) ; 64165 (0.026) ; 114548 (0.023) ; 
0.02324331884022499   T=9,K=8:  nlsj9493 (0.142) ; 54469 (0.110) ; 2815 (0.051) ; 26196 (0.048) ; 42830 (0.037) ; 63013 (0.035) ; 51241 (0.034) ; 21872 (0.033) ; 52332 (0.031) ; 115301 (0.030) ; 
0.19464043994340338   T=9,K=9:  42713 (0.057) ; 66342 (0.044) ; 46249 (0.042) ; 11305 (0.036) ; 68876 (0.029) ; 90504 (0.029) ; 28569 (0.025) ; 24104 (0.024) ; 73672 (0.021) ; 43206 (0.021) ; 
0.000737851861992818   T=9,K=10:  63772 (0.058) ; 74126 (0.053) ; nlsj71743 (0.049) ; 110114 (0.027) ; 11174 (0.027) ; 49397 (0.023) ; 463 (0.022) ; 92105 (0.020) ; 13096 (0.020) ; 113388 (0.018) ; 
0.003368185841824689   T=9,K=11:  115887 (0.075) ; 72627 (0.046) ; 63772 (0.044) ; 103701 (0.035) ; 20621 (0.029) ; 92094 (0.028) ; 6339 (0.023) ; 112720 (0.023) ; 57340 (0.022) ; 100990 (0.021) ; 
0.0014283374546019477   T=9,K=12:  15281 (0.033) ; 15047 (0.033) ; 15274 (0.031) ; 4548 (0.028) ; 110639 (0.027) ; 42267 (0.026) ; 102000 (0.025) ; 84234 (0.025) ; 58066 (0.022) ; 65313 (0.022) ; 
0.0041481664723785824   T=9,K=13:  84234 (0.070) ; 63772 (0.068) ; 15281 (0.042) ; 66295 (0.035) ; 15047 (0.020) ; 19775 (0.019) ; 61791 (0.018) ; 46712 (0.018) ; 112720 (0.016) ; 28566 (0.015) ; 
