####################################################################################################
#   σχῆμα (101851)                                                                                 #
####################################################################################################

σχῆμα:K0 ~ correlation with genres

                          Spearman's ρ         p
ῥυθμός: K12 ~ G:Philosophy     -0.237795  0.434030
ῥυθμός: K12 ~ G:Comedy         -0.218393  0.473492
ῥυθμός: K12 ~ G:Essays          0.178346  0.559927
ῥυθμός: K12 ~ G:Narrative      -0.124343  0.685676
ῥυθμός: K12 ~ G:Tragedy        -0.077152  0.802187
ῥυθμός: K12 ~ G:Technical      -0.065705  0.831124
ῥυθμός: K12 ~ G:Oratory         0.053688  0.861714


ῥυθμός:K12 ~ correlation with subgenres

                                               Spearman's ρ         p
ῥυθμός: K12 ~ SG:Epic                             -0.462910  0.111173
ῥυθμός: K12 ~ SG:Letters                          -0.385758  0.192978
ῥυθμός: K12 ~ SG:Church history                   -0.385758  0.192978
ῥυθμός: K12 ~ SG:Natural History                  -0.308607  0.304937
ῥυθμός: K12 ~ SG:Miscellanea                      -0.308607  0.304937
ῥυθμός: K12 ~ SG:Art History                      -0.308607  0.304937
ῥυθμός: K12 ~ SG:Essay                             0.245226  0.419362
ῥυθμός: K12 ~ SG:Philosophy                       -0.237795  0.434030
ῥυθμός: K12 ~ SG:Mathematics                       0.231455  0.446742
ῥυθμός: K12 ~ SG:Novel                             0.231455  0.446742
ῥυθμός: K12 ~ SG:Protreptics                       0.231455  0.446742
ῥυθμός: K12 ~ SG:Comedy                           -0.218393  0.473492
ῥυθμός: K12 ~ SG:Narrative                         0.165978  0.587869
ῥυθμός: K12 ~ SG:Epigrams                          0.154303  0.614737
ῥυθμός: K12 ~ SG:Geography                        -0.154303  0.614737
ῥυθμός: K12 ~ SG:Bucolic                           0.154303  0.614737
ῥυθμός: K12 ~ SG:Rhetoric, poetics, criticism     -0.131559  0.668347
ῥυθμός: K12 ~ SG:Tragedy                          -0.077152  0.802187
ῥυθμός: K12 ~ SG:Oratory                           0.053688  0.861714
ῥυθμός: K12 ~ SG:Biography                        -0.037155  0.904081
ῥυθμός: K12 ~ SG:History                          -0.021926  0.943319
ῥυθμός: K12 ~ SG:Choral                                 NaN       NaN
ῥυθμός: K12 ~ SG:Didactic                               NaN       NaN
ῥυθμός: K12 ~ SG:Erotic                                 NaN       NaN
ῥυθμός: K12 ~ SG:Grammar                                NaN       NaN
ῥυθμός: K12 ~ SG:Homily                                 NaN       NaN
ῥυθμός: K12 ~ SG:Horsemanship                           NaN       NaN
ῥυθμός: K12 ~ SG:Hunting                                NaN       NaN
ῥυθμός: K12 ~ SG:Hymns                                  NaN       NaN
ῥυθμός: K12 ~ SG:Medicine                               NaN       NaN
ῥυθμός: K12 ~ SG:Military                               NaN       NaN
ῥυθμός: K12 ~ SG:Mythology                              NaN       NaN
ῥυθμός: K12 ~ SG:Politics                               NaN       NaN
ῥυθμός: K12 ~ SG:Psalms                                 NaN       NaN
ῥυθμός: K12 ~ SG:Science                                NaN       NaN
ῥυθμός: K12 ~ SG:Theology                               NaN       NaN


ῥυθμός:K13 ~ correlation with genres

                            Spearman's ρ         p
ῥυθμός: K13 ~ G:Religion        0.683661  0.009980
ῥυθμός: K13 ~ G:Technical       0.603289  0.029045
ῥυθμός: K13 ~ G:Philosophy      0.393848  0.183009
ῥυθμός: K13 ~ G:Tragedy        -0.308607  0.304937
ῥυθμός: K13 ~ G:Letters        -0.231455  0.446742
ῥυθμός: K13 ~ G:Essays          0.215502  0.479512
ῥυθμός: K13 ~ G:Oratory         0.114086  0.710554
ῥυθμός: K13 ~ G:Narrative       0.113039  0.713108
ῥυθμός: K13 ~ G:Poetry         -0.104828  0.733238
ῥυθμός: K13 ~ G:Comedy         -0.034943  0.909772


ῥυθμός:K13 ~ correlation with subgenres

                                               Spearman's ρ         p
ῥυθμός: K13 ~ SG:Narrative                         0.628971  0.021283
ῥυθμός: K13 ~ SG:Rhetoric, poetics, criticism      0.538764  0.057467
ῥυθμός: K13 ~ SG:Epic                             -0.462910  0.111173
ῥυθμός: K13 ~ SG:Philosophy                        0.393848  0.183009
ῥυθμός: K13 ~ SG:Bucolic                           0.385758  0.192978
ῥυθμός: K13 ~ SG:Epigrams                          0.385758  0.192978
ῥυθμός: K13 ~ SG:History                           0.319500  0.287277
ῥυθμός: K13 ~ SG:Tragedy                          -0.308607  0.304937
ῥυθμός: K13 ~ SG:Mathematics                       0.231455  0.446742
ῥυθμός: K13 ~ SG:Protreptics                       0.231455  0.446742
ῥυθμός: K13 ~ SG:Novel                             0.231455  0.446742
ῥυθμός: K13 ~ SG:Letters                          -0.231455  0.446742
ῥυθμός: K13 ~ SG:Church history                   -0.231455  0.446742
ῥυθμός: K13 ~ SG:Biography                         0.211786  0.487301
ῥυθμός: K13 ~ SG:Essay                             0.208071  0.495148
ῥυθμός: K13 ~ SG:Geography                         0.154303  0.614737
ῥυθμός: K13 ~ SG:Oratory                           0.114086  0.710554
ῥυθμός: K13 ~ SG:Miscellanea                       0.077152  0.802187
ῥυθμός: K13 ~ SG:Natural History                   0.077152  0.802187
ῥυθμός: K13 ~ SG:Art History                       0.077152  0.802187
ῥυθμός: K13 ~ SG:Comedy                           -0.034943  0.909772
ῥυθμός: K13 ~ SG:Choral                                 NaN       NaN
ῥυθμός: K13 ~ SG:Didactic                               NaN       NaN
ῥυθμός: K13 ~ SG:Erotic                                 NaN       NaN
ῥυθμός: K13 ~ SG:Grammar                                NaN       NaN
ῥυθμός: K13 ~ SG:Homily                                 NaN       NaN
ῥυθμός: K13 ~ SG:Horsemanship                           NaN       NaN
ῥυθμός: K13 ~ SG:Hunting                                NaN       NaN
ῥυθμός: K13 ~ SG:Hymns                                  NaN       NaN
ῥυθμός: K13 ~ SG:Medicine                               NaN       NaN
ῥυθμός: K13 ~ SG:Military                               NaN       NaN
ῥυθμός: K13 ~ SG:Mythology                              NaN       NaN
ῥυθμός: K13 ~ SG:Politics                               NaN       NaN
ῥυθμός: K13 ~ SG:Psalms                                 NaN       NaN
ῥυθμός: K13 ~ SG:Science                                NaN       NaN
ῥυθμός: K13 ~ SG:Theology                               NaN       NaN


ῥυθμός:K14 ~ correlation with genres

                            Spearman's ρ         p
ῥυθμός: K14 ~ G:Essays          0.731963  0.004449
ῥυθμός: K14 ~ G:Narrative       0.582153  0.036847
ῥυθμός: K14 ~ G:Philosophy      0.494168  0.086071
ῥυθμός: K14 ~ G:Oratory         0.463056  0.111045
ῥυθμός: K14 ~ G:Technical       0.459933  0.113795
ῥυθμός: K14 ~ G:Poetry         -0.270807  0.370833
ῥυθμός: K14 ~ G:Tragedy        -0.231455  0.446742
ῥυθμός: K14 ~ G:Religion        0.189493  0.535229
ῥυθμός: K14 ~ G:Comedy         -0.183450  0.548560
ῥυθμός: K14 ~ G:Letters         0.077152  0.802187


ῥυθμός:K14 ~ correlation with subgenres

                                               Spearman's ρ         p
ῥυθμός: K14 ~ SG:Essay                             0.717101  0.005800
ῥυθμός: K14 ~ SG:Biography                         0.512745  0.073171
ῥυθμός: K14 ~ SG:Philosophy                        0.494168  0.086071
ῥυθμός: K14 ~ SG:Oratory                           0.463056  0.111045
ῥυθμός: K14 ~ SG:Art History                       0.462910  0.111173
ῥυθμός: K14 ~ SG:Natural History                   0.462910  0.111173
ῥυθμός: K14 ~ SG:Miscellanea                       0.462910  0.111173
ῥυθμός: K14 ~ SG:Protreptics                       0.385758  0.192978
ῥυθμός: K14 ~ SG:Novel                             0.385758  0.192978
ῥυθμός: K14 ~ SG:Mathematics                       0.385758  0.192978
ῥυθμός: K14 ~ SG:Bucolic                          -0.308607  0.304937
ῥυθμός: K14 ~ SG:Epigrams                         -0.308607  0.304937
ῥυθμός: K14 ~ SG:Rhetoric, poetics, criticism      0.291309  0.334213
ῥυθμός: K14 ~ SG:Tragedy                          -0.231455  0.446742
ῥυθμός: K14 ~ SG:Geography                         0.231455  0.446742
ῥυθμός: K14 ~ SG:Comedy                           -0.183450  0.548560
ῥυθμός: K14 ~ SG:Narrative                        -0.087357  0.776582
ῥυθμός: K14 ~ SG:Epic                             -0.077152  0.802187
ῥυθμός: K14 ~ SG:Church history                    0.077152  0.802187
ῥυθμός: K14 ~ SG:Letters                           0.077152  0.802187
ῥυθμός: K14 ~ SG:History                          -0.053250  0.862832
ῥυθμός: K14 ~ SG:Choral                                 NaN       NaN
ῥυθμός: K14 ~ SG:Didactic                               NaN       NaN
ῥυθμός: K14 ~ SG:Erotic                                 NaN       NaN
ῥυθμός: K14 ~ SG:Grammar                                NaN       NaN
ῥυθμός: K14 ~ SG:Homily                                 NaN       NaN
ῥυθμός: K14 ~ SG:Horsemanship                           NaN       NaN
ῥυθμός: K14 ~ SG:Hunting                                NaN       NaN
ῥυθμός: K14 ~ SG:Hymns                                  NaN       NaN
ῥυθμός: K14 ~ SG:Medicine                               NaN       NaN
ῥυθμός: K14 ~ SG:Military                               NaN       NaN
ῥυθμός: K14 ~ SG:Mythology                              NaN       NaN
ῥυθμός: K14 ~ SG:Politics                               NaN       NaN
ῥυθμός: K14 ~ SG:Psalms                                 NaN       NaN
ῥυθμός: K14 ~ SG:Science                                NaN       NaN
ῥυθμός: K14 ~ SG:Theology                               NaN       NaN


ῥυθμός:K2 ~ correlation with genres

                           Spearman's ρ         p
ῥυθμός: K2 ~ G:Philosophy      0.739394  0.003872
ῥυθμός: K2 ~ G:Comedy          0.497935  0.083337
ῥυθμός: K2 ~ G:Narrative       0.486070  0.092156
ῥυθμός: K2 ~ G:Essays          0.341830  0.252971
ῥυθμός: K2 ~ G:Technical       0.322550  0.282440
ῥυθμός: K2 ~ G:Oratory         0.295282  0.327355
ῥυθμός: K2 ~ G:Tragedy         0.231455  0.446742
ῥυθμός: K2 ~ G:Letters         0.154303  0.614737
ῥυθμός: K2 ~ G:Poetry          0.061150  0.842695
ῥυθμός: K2 ~ G:Religion       -0.029724  0.923208


ῥυθμός:K2 ~ correlation with subgenres

                                              Spearman's ρ         p
ῥυθμός: K2 ~ SG:Philosophy                        0.739394  0.003872
ῥυθμός: K2 ~ SG:Comedy                            0.497935  0.083337
ῥυθμός: K2 ~ SG:Art History                       0.385758  0.192978
ῥυθμός: K2 ~ SG:Natural History                   0.385758  0.192978
ῥυθμός: K2 ~ SG:Miscellanea                       0.385758  0.192978
ῥυθμός: K2 ~ SG:History                           0.385279  0.193579
ῥυθμός: K2 ~ SG:Biography                         0.319537  0.287218
ῥυθμός: K2 ~ SG:Protreptics                       0.308607  0.304937
ῥυθμός: K2 ~ SG:Novel                             0.308607  0.304937
ῥυθμός: K2 ~ SG:Mathematics                       0.308607  0.304937
ῥυθμός: K2 ~ SG:Oratory                           0.295282  0.327355
ῥυθμός: K2 ~ SG:Essay                             0.282382  0.349905
ῥυθμός: K2 ~ SG:Narrative                        -0.244600  0.420588
ῥυθμός: K2 ~ SG:Tragedy                           0.231455  0.446742
ῥυθμός: K2 ~ SG:Rhetoric, poetics, criticism      0.225529  0.458785
ῥυθμός: K2 ~ SG:Geography                        -0.154303  0.614737
ῥυθμός: K2 ~ SG:Church history                    0.154303  0.614737
ῥυθμός: K2 ~ SG:Letters                           0.154303  0.614737
ῥυθμός: K2 ~ SG:Epic                              0.077152  0.802187
ῥυθμός: K2 ~ SG:Epigrams                          0.000000  1.000000
ῥυθμός: K2 ~ SG:Bucolic                           0.000000  1.000000
ῥυθμός: K2 ~ SG:Choral                                 NaN       NaN
ῥυθμός: K2 ~ SG:Didactic                               NaN       NaN
ῥυθμός: K2 ~ SG:Erotic                                 NaN       NaN
ῥυθμός: K2 ~ SG:Grammar                                NaN       NaN
ῥυθμός: K2 ~ SG:Homily                                 NaN       NaN
ῥυθμός: K2 ~ SG:Horsemanship                           NaN       NaN
ῥυθμός: K2 ~ SG:Hunting                                NaN       NaN
ῥυθμός: K2 ~ SG:Hymns                                  NaN       NaN
ῥυθμός: K2 ~ SG:Medicine                               NaN       NaN
ῥυθμός: K2 ~ SG:Military                               NaN       NaN
ῥυθμός: K2 ~ SG:Mythology                              NaN       NaN
ῥυθμός: K2 ~ SG:Politics                               NaN       NaN
ῥυθμός: K2 ~ SG:Psalms                                 NaN       NaN
ῥυθμός: K2 ~ SG:Science                                NaN       NaN
ῥυθμός: K2 ~ SG:Theology                               NaN       NaN


ῥυθμός:K3 ~ correlation with genres

                           Spearman's ρ         p
ῥυθμός: K3 ~ G:Oratory         0.610697  0.026621
ῥυθμός: K3 ~ G:Philosophy      0.490452  0.088828
ῥυθμός: K3 ~ G:Letters         0.462910  0.111173
ῥυθμός: K3 ~ G:Narrative       0.435202  0.137197
ῥυθμός: K3 ~ G:Technical       0.382282  0.197364
ῥυθμός: K3 ~ G:Essays          0.271235  0.370047
ῥυθμός: K3 ~ G:Tragedy        -0.231455  0.446742
ῥυθμός: K3 ~ G:Comedy          0.078621  0.798488
ῥυθμός: K3 ~ G:Religion        0.055733  0.856493
ῥυθμός: K3 ~ G:Poetry          0.017471  0.954824


ῥυθμός:K3 ~ correlation with subgenres

                                              Spearman's ρ         p
ῥυθμός: K3 ~ SG:Oratory                           0.610697  0.026621
ῥυθμός: K3 ~ SG:Philosophy                        0.490452  0.088828
ῥυθμός: K3 ~ SG:Letters                           0.462910  0.111173
ῥυθμός: K3 ~ SG:Church history                    0.462910  0.111173
ῥυθμός: K3 ~ SG:Protreptics                       0.308607  0.304937
ῥυθμός: K3 ~ SG:Novel                             0.308607  0.304937
ῥυθμός: K3 ~ SG:Mathematics                       0.308607  0.304937
ῥυθμός: K3 ~ SG:Rhetoric, poetics, criticism      0.303838  0.312858
ῥυθμός: K3 ~ SG:Essay                             0.263804  0.383810
ῥυθμός: K3 ~ SG:Biography                         0.252657  0.404947
ῥυθμός: K3 ~ SG:Tragedy                          -0.231455  0.446742
ῥυθμός: K3 ~ SG:Geography                         0.231455  0.446742
ῥυθμός: K3 ~ SG:Narrative                        -0.165978  0.587869
ῥυθμός: K3 ~ SG:Epigrams                         -0.154303  0.614737
ῥυθμός: K3 ~ SG:Epic                              0.154303  0.614737
ῥυθμός: K3 ~ SG:Bucolic                          -0.154303  0.614737
ῥυθμός: K3 ~ SG:History                           0.147220  0.631259
ῥυθμός: K3 ~ SG:Comedy                            0.078621  0.798488
ῥυθμός: K3 ~ SG:Miscellanea                       0.077152  0.802187
ῥυθμός: K3 ~ SG:Natural History                   0.077152  0.802187
ῥυθμός: K3 ~ SG:Art History                       0.077152  0.802187
ῥυθμός: K3 ~ SG:Choral                                 NaN       NaN
ῥυθμός: K3 ~ SG:Didactic                               NaN       NaN
ῥυθμός: K3 ~ SG:Erotic                                 NaN       NaN
ῥυθμός: K3 ~ SG:Grammar                                NaN       NaN
ῥυθμός: K3 ~ SG:Homily                                 NaN       NaN
ῥυθμός: K3 ~ SG:Horsemanship                           NaN       NaN
ῥυθμός: K3 ~ SG:Hunting                                NaN       NaN
ῥυθμός: K3 ~ SG:Hymns                                  NaN       NaN
ῥυθμός: K3 ~ SG:Medicine                               NaN       NaN
ῥυθμός: K3 ~ SG:Military                               NaN       NaN
ῥυθμός: K3 ~ SG:Mythology                              NaN       NaN
ῥυθμός: K3 ~ SG:Politics                               NaN       NaN
ῥυθμός: K3 ~ SG:Psalms                                 NaN       NaN
ῥυθμός: K3 ~ SG:Science                                NaN       NaN
ῥυθμός: K3 ~ SG:Theology                               NaN       NaN


ῥυθμός:K4 ~ correlation with genres

                           Spearman's ρ         p
ῥυθμός: K4 ~ G:Philosophy      0.635359  0.019620
ῥυθμός: K4 ~ G:Comedy          0.515407  0.071441
ῥυθμός: K4 ~ G:Tragedy         0.385758  0.192978
ῥυθμός: K4 ~ G:Poetry         -0.366900  0.217516
ῥυθμός: K4 ~ G:Essays          0.334399  0.264103
ῥυθμός: K4 ~ G:Narrative       0.322162  0.283052
ῥυθμός: K4 ~ G:Technical       0.161275  0.598636
ῥυθμός: K4 ~ G:Letters        -0.154303  0.614737
ῥυθμός: K4 ~ G:Religion       -0.133760  0.663091
ῥυθμός: K4 ~ G:Oratory         0.000000  1.000000


ῥυθμός:K4 ~ correlation with subgenres

                                              Spearman's ρ         p
ῥυθμός: K4 ~ SG:Philosophy                        0.635359  0.019620
ῥυθμός: K4 ~ SG:Comedy                            0.515407  0.071441
ῥυθμός: K4 ~ SG:Art History                       0.462910  0.111173
ῥυθμός: K4 ~ SG:Miscellanea                       0.462910  0.111173
ῥυθμός: K4 ~ SG:Natural History                   0.462910  0.111173
ῥυθμός: K4 ~ SG:Epic                             -0.462910  0.111173
ῥυθμός: K4 ~ SG:Tragedy                           0.385758  0.192978
ῥυθμός: K4 ~ SG:History                           0.319500  0.287277
ῥυθμός: K4 ~ SG:Geography                        -0.308607  0.304937
ῥυθμός: K4 ~ SG:Narrative                        -0.305750  0.309669
ῥυθμός: K4 ~ SG:Biography                         0.286097  0.343325
ῥυθμός: K4 ~ SG:Essay                             0.267519  0.376896
ῥυθμός: K4 ~ SG:Mathematics                       0.231455  0.446742
ῥυθμός: K4 ~ SG:Novel                             0.231455  0.446742
ῥυθμός: K4 ~ SG:Protreptics                       0.231455  0.446742
ῥυθμός: K4 ~ SG:Church history                   -0.154303  0.614737
ῥυθμός: K4 ~ SG:Letters                          -0.154303  0.614737
ῥυθμός: K4 ~ SG:Rhetoric, poetics, criticism      0.072044  0.815072
ῥυθμός: K4 ~ SG:Epigrams                          0.000000  1.000000
ῥυθμός: K4 ~ SG:Oratory                           0.000000  1.000000
ῥυθμός: K4 ~ SG:Bucolic                           0.000000  1.000000
ῥυθμός: K4 ~ SG:Choral                                 NaN       NaN
ῥυθμός: K4 ~ SG:Didactic                               NaN       NaN
ῥυθμός: K4 ~ SG:Erotic                                 NaN       NaN
ῥυθμός: K4 ~ SG:Grammar                                NaN       NaN
ῥυθμός: K4 ~ SG:Homily                                 NaN       NaN
ῥυθμός: K4 ~ SG:Horsemanship                           NaN       NaN
ῥυθμός: K4 ~ SG:Hunting                                NaN       NaN
ῥυθμός: K4 ~ SG:Hymns                                  NaN       NaN
ῥυθμός: K4 ~ SG:Medicine                               NaN       NaN
ῥυθμός: K4 ~ SG:Military                               NaN       NaN
ῥυθμός: K4 ~ SG:Mythology                              NaN       NaN
ῥυθμός: K4 ~ SG:Politics                               NaN       NaN
ῥυθμός: K4 ~ SG:Psalms                                 NaN       NaN
ῥυθμός: K4 ~ SG:Science                                NaN       NaN
ῥυθμός: K4 ~ SG:Theology                               NaN       NaN


ῥυθμός:K5 ~ correlation with genres

                           Spearman's ρ         p
ῥυθμός: K5 ~ G:Philosophy      0.464443  0.109838
ῥυθμός: K5 ~ G:Technical       0.406175  0.168459
ῥυθμός: K5 ~ G:Poetry          0.366900  0.217516
ῥυθμός: K5 ~ G:Tragedy        -0.308607  0.304937
ῥυθμός: K5 ~ G:Religion        0.271235  0.370047
ῥυθμός: K5 ~ G:Letters        -0.231455  0.446742
ῥυθμός: K5 ~ G:Essays          0.159769  0.602102
ῥυθμός: K5 ~ G:Narrative      -0.033912  0.912425
ῥυθμός: K5 ~ G:Comedy          0.017471  0.954824
ῥυθμός: K5 ~ G:Oratory         0.013422  0.965288


ῥυθμός:K5 ~ correlation with subgenres

                                              Spearman's ρ         p
ῥυθμός: K5 ~ SG:Philosophy                        0.464443  0.109838
ῥυθμός: K5 ~ SG:Epic                              0.462910  0.111173
ῥυθμός: K5 ~ SG:Rhetoric, poetics, criticism      0.385279  0.193579
ῥυθμός: K5 ~ SG:Tragedy                          -0.308607  0.304937
ῥυθμός: K5 ~ SG:Biography                         0.293528  0.330372
ῥυθμός: K5 ~ SG:Narrative                         0.244600  0.420588
ῥυθμός: K5 ~ SG:Natural History                   0.231455  0.446742
ῥυθμός: K5 ~ SG:Miscellanea                       0.231455  0.446742
ῥυθμός: K5 ~ SG:Art History                       0.231455  0.446742
ῥυθμός: K5 ~ SG:Church history                   -0.231455  0.446742
ῥυθμός: K5 ~ SG:Letters                          -0.231455  0.446742
ῥυθμός: K5 ~ SG:Geography                         0.154303  0.614737
ῥυθμός: K5 ~ SG:Essay                             0.130044  0.671973
ῥυθμός: K5 ~ SG:Mathematics                       0.077152  0.802187
ῥυθμός: K5 ~ SG:Novel                             0.077152  0.802187
ῥυθμός: K5 ~ SG:Protreptics                       0.077152  0.802187
ῥυθμός: K5 ~ SG:History                           0.043853  0.886884
ῥυθμός: K5 ~ SG:Comedy                            0.017471  0.954824
ῥυθμός: K5 ~ SG:Oratory                           0.013422  0.965288
ῥυθμός: K5 ~ SG:Epigrams                          0.000000  1.000000
ῥυθμός: K5 ~ SG:Bucolic                           0.000000  1.000000
ῥυθμός: K5 ~ SG:Choral                                 NaN       NaN
ῥυθμός: K5 ~ SG:Didactic                               NaN       NaN
ῥυθμός: K5 ~ SG:Erotic                                 NaN       NaN
ῥυθμός: K5 ~ SG:Grammar                                NaN       NaN
ῥυθμός: K5 ~ SG:Homily                                 NaN       NaN
ῥυθμός: K5 ~ SG:Horsemanship                           NaN       NaN
ῥυθμός: K5 ~ SG:Hunting                                NaN       NaN
ῥυθμός: K5 ~ SG:Hymns                                  NaN       NaN
ῥυθμός: K5 ~ SG:Medicine                               NaN       NaN
ῥυθμός: K5 ~ SG:Military                               NaN       NaN
ῥυθμός: K5 ~ SG:Mythology                              NaN       NaN
ῥυθμός: K5 ~ SG:Politics                               NaN       NaN
ῥυθμός: K5 ~ SG:Psalms                                 NaN       NaN
ῥυθμός: K5 ~ SG:Science                                NaN       NaN
ῥυθμός: K5 ~ SG:Theology                               NaN       NaN


ῥυθμός:K6 ~ correlation with genres

                           Spearman's ρ         p
ῥυθμός: K6 ~ G:Philosophy      0.378986  0.201580
ῥυθμός: K6 ~ G:Essays          0.352977  0.236807
ῥυθμός: K6 ~ G:Tragedy        -0.308607  0.304937
ῥυθμός: K6 ~ G:Poetry          0.262071  0.387057
ῥυθμός: K6 ~ G:Oratory         0.255016  0.400425
ῥυθμός: K6 ~ G:Narrative       0.237383  0.434851
ῥυθμός: K6 ~ G:Letters         0.231455  0.446742
ῥυθμός: K6 ~ G:Comedy         -0.192186  0.529335
ῥυθμός: K6 ~ G:Religion       -0.152337  0.619307
ῥυθμός: K6 ~ G:Technical       0.143356  0.640341


ῥυθμός:K6 ~ correlation with subgenres

                                              Spearman's ρ         p
ῥυθμός: K6 ~ SG:Epic                              0.462910  0.111173
ῥυθμός: K6 ~ SG:Art History                       0.385758  0.192978
ῥυθμός: K6 ~ SG:Natural History                   0.385758  0.192978
ῥυθμός: K6 ~ SG:Miscellanea                       0.385758  0.192978
ῥυθμός: K6 ~ SG:Philosophy                        0.378986  0.201580
ῥυθμός: K6 ~ SG:Essay                             0.315822  0.293173
ῥυθμός: K6 ~ SG:Tragedy                          -0.308607  0.304937
ῥυθμός: K6 ~ SG:Narrative                        -0.288278  0.339495
ῥυθμός: K6 ~ SG:Biography                         0.282382  0.349905
ῥυθμός: K6 ~ SG:Oratory                           0.255016  0.400425
ῥυθμός: K6 ~ SG:History                          -0.250588  0.408935
ῥυθμός: K6 ~ SG:Church history                    0.231455  0.446742
ῥυθμός: K6 ~ SG:Letters                           0.231455  0.446742
ῥυθμός: K6 ~ SG:Comedy                           -0.192186  0.529335
ῥυθμός: K6 ~ SG:Epigrams                         -0.154303  0.614737
ῥυθμός: K6 ~ SG:Mathematics                       0.154303  0.614737
ῥυθμός: K6 ~ SG:Novel                             0.154303  0.614737
ῥυθμός: K6 ~ SG:Bucolic                          -0.154303  0.614737
ῥυθμός: K6 ~ SG:Protreptics                       0.154303  0.614737
ῥυθμός: K6 ~ SG:Geography                        -0.077152  0.802187
ῥυθμός: K6 ~ SG:Rhetoric, poetics, criticism      0.065779  0.830935
ῥυθμός: K6 ~ SG:Choral                                 NaN       NaN
ῥυθμός: K6 ~ SG:Didactic                               NaN       NaN
ῥυθμός: K6 ~ SG:Erotic                                 NaN       NaN
ῥυθμός: K6 ~ SG:Grammar                                NaN       NaN
ῥυθμός: K6 ~ SG:Homily                                 NaN       NaN
ῥυθμός: K6 ~ SG:Horsemanship                           NaN       NaN
ῥυθμός: K6 ~ SG:Hunting                                NaN       NaN
ῥυθμός: K6 ~ SG:Hymns                                  NaN       NaN
ῥυθμός: K6 ~ SG:Medicine                               NaN       NaN
ῥυθμός: K6 ~ SG:Military                               NaN       NaN
ῥυθμός: K6 ~ SG:Mythology                              NaN       NaN
ῥυθμός: K6 ~ SG:Politics                               NaN       NaN
ῥυθμός: K6 ~ SG:Psalms                                 NaN       NaN
ῥυθμός: K6 ~ SG:Science                                NaN       NaN
ῥυθμός: K6 ~ SG:Theology                               NaN       NaN


ῥυθμός:K7 ~ correlation with genres

                           Spearman's ρ         p
ῥυθμός: K7 ~ G:Comedy         -0.524142  0.065963
ῥυθμός: K7 ~ G:Tragedy        -0.462910  0.111173
ῥυθμός: K7 ~ G:Essays          0.442150  0.130327
ῥυθμός: K7 ~ G:Poetry         -0.410578  0.163447
ῥυθμός: K7 ~ G:Narrative       0.333466  0.265521
ῥυθμός: K7 ~ G:Letters         0.308607  0.304937
ῥυθμός: K7 ~ G:Technical       0.286712  0.342244
ῥυθμός: K7 ~ G:Oratory         0.221462  0.467140
ῥυθμός: K7 ~ G:Philosophy      0.204355  0.503053
ῥυθμός: K7 ~ G:Religion       -0.040871  0.894535


ῥυθμός:K7 ~ correlation with subgenres

                                              Spearman's ρ         p
ῥυθμός: K7 ~ SG:Comedy                           -0.524142  0.065963
ῥυθμός: K7 ~ SG:Art History                       0.462910  0.111173
ῥυθμός: K7 ~ SG:Natural History                   0.462910  0.111173
ῥυθμός: K7 ~ SG:Miscellanea                       0.462910  0.111173
ῥυθμός: K7 ~ SG:Tragedy                          -0.462910  0.111173
ῥυθμός: K7 ~ SG:Essay                             0.404995  0.169819
ῥυθμός: K7 ~ SG:Epic                             -0.385758  0.192978
ῥυθμός: K7 ~ SG:Church history                    0.308607  0.304937
ῥυθμός: K7 ~ SG:Letters                           0.308607  0.304937
ῥυθμός: K7 ~ SG:History                          -0.306970  0.307642
ῥυθμός: K7 ~ SG:Geography                         0.231455  0.446742
ῥυθμός: K7 ~ SG:Biography                         0.222933  0.464110
ῥυθμός: K7 ~ SG:Oratory                           0.221462  0.467140
ῥυθμός: K7 ~ SG:Philosophy                        0.204355  0.503053
ῥυθμός: K7 ~ SG:Rhetoric, poetics, criticism      0.178544  0.559485
ῥυθμός: K7 ~ SG:Narrative                        -0.165978  0.587869
ῥυθμός: K7 ~ SG:Epigrams                         -0.154303  0.614737
ῥυθμός: K7 ~ SG:Mathematics                       0.154303  0.614737
ῥυθμός: K7 ~ SG:Bucolic                          -0.154303  0.614737
ῥυθμός: K7 ~ SG:Novel                             0.154303  0.614737
ῥυθμός: K7 ~ SG:Protreptics                       0.154303  0.614737
ῥυθμός: K7 ~ SG:Choral                                 NaN       NaN
ῥυθμός: K7 ~ SG:Didactic                               NaN       NaN
ῥυθμός: K7 ~ SG:Erotic                                 NaN       NaN
ῥυθμός: K7 ~ SG:Grammar                                NaN       NaN
ῥυθμός: K7 ~ SG:Homily                                 NaN       NaN
ῥυθμός: K7 ~ SG:Horsemanship                           NaN       NaN
ῥυθμός: K7 ~ SG:Hunting                                NaN       NaN
ῥυθμός: K7 ~ SG:Hymns                                  NaN       NaN
ῥυθμός: K7 ~ SG:Medicine                               NaN       NaN
ῥυθμός: K7 ~ SG:Military                               NaN       NaN
ῥυθμός: K7 ~ SG:Mythology                              NaN       NaN
ῥυθμός: K7 ~ SG:Politics                               NaN       NaN
ῥυθμός: K7 ~ SG:Psalms                                 NaN       NaN
ῥυθμός: K7 ~ SG:Science                                NaN       NaN
ῥυθμός: K7 ~ SG:Theology                               NaN       NaN


ῥυθμός:K8 ~ correlation with genres

                           Spearman's ρ         p
