LEMMA	ID	FREQUENCY
σοφιστέον	95650	1
τεχναστέον	103699	1
δυναστικός	28583	1
φυλαρχία	112556	1
ἀδουλία	1467	1
παντοφόρος	77686	1
ἀποσκεπτέον	13695	1
ἔνθυμος	35655	1
δυσείσοδος	28864	1
δυσεξερεύνητος	28951	1
εὐσυνάγωγος	45219	1
κακοπονητικός	52308	1
ἀποθεραπεία	12603	1
προσλείπω	89703	1
ἀνελευθέριος	8193	1
πολύχρηστος	85563	1
ἀναγκοφαγία	6347	1
συνεστηκότως	100423	1
καθεστηκότως	51756	1
ἑπτάγωνος	41925	1
ἐξοργιάζω	37580	1
παραχρώννυμι	79111	1
Βακχευτικός	19179	1
ἄπικρος	12114	1
ἐπαριστερότης	38309	1
πικρολογία	83135	1
ὀλιγώρημα	73125	1
πολεμαρχία	84407	1
ζευγίσιον	46167	1
ναυκραρικός	69813	1
νομοφυλακέω	71006	1
διενεμέω	nlsj49685	1
διασπειράομαι	nlsj46164	1
ἀνοικοδόμησις	9163	1
προσαναζητέω	88538	1
ἐπεισκαλέω	38518	1
ἐπείσκλητος	38519	1
προχειροτονία	90756	1
εὐσημία	45111	1
ἐπιζημίωσις	39374	1
τριηροποιός	104957	1
προεξαλείφω	87311	1
προδρομεύω	87099	1
μετρονόμοι	67261	1
ἑπτετηρίς	42032	1
τριακοντόριον	104782	1
δωροξενία	nlsj38016	1
διαρινάω	nlsj34597	1
διθυραμβοποιητική	26813	1
ψιλομετρία	115740	1
αὐτοσχεδίασμα	17944	1
λευκογραφέω	62659	1
πάμμικρος	77089	1
ἐμποιητέον	34453	1
εἰκονογράφος	30954	1
συβότης	97482	1
Χοηφόρος	nlsj11033	1
σίγυνον	nlsj98736	1
ἰαμβοποιέω	49692	1
εἰκονοποιός	30959	1
διαμάρτημα	25207	1
ἀποδοκιμαστής	12515	1
δικολογία	26961	1
παραφυής	79056	1
εὐεπακολούθητος	43795	1
προεικάζω	87145	1
χρηστόφιλος	114710	1
ἄσιλλα	16203	1
κινδυνευτικός	57455	1
ἐόργη	37787	1
προσκαταλλάττομαι	89522	1
λαθητικός	61587	1
προδιαχωρέω	87036	1
ἠνεκής	47394	1
σφετερισμός	101653	1
ναυμαχητέον	69838	1
αὐξητέον	17485	1
παχύφρων	80192	1
λιθόδερμος	63170	1
εὐπαρόρμητος	44706	1
πράυνσις	nlsj89333	1
προκολάζω	87827	1
ὑπερευδαιμονέω	107498	1
ὀλιγοφιλία	73099	1
ἀναπηρία	7187	1
προφοβητικός	90694	1
ἐντιμότης	36251	1
εὐαλαζόνευτος	43365	1
κακουργικός	52401	1
ἀκρατευτικός	3420	1
μικραδικητής	67697	1
μεγαλάδικος	65338	1
συνδηλόω	99649	1
φορτικότης	112163	1
βλαίσωσις	20031	1
θρασύβουλος	49025	1
θρασύμαχος	49035	1
συμπερασματικός	98615	1
συνεστραμμένως	100429	1
τεκμηριώδης	102849	1
ἀκριβολογητέον	3469	1
ἐπισυστέλλω	nlsj51073	1
πεφυκότως	82854	1
ὠνομασμένως	116259	1
φοινικοδάκτυλος	111971	1
ἐρυθροδάκτυλος	42761	1
χρυσιδάριον	114837	1
ἱματιδάριον	50443	1
λοιδορημάτιον	63816	1
νοσημάτιον	71044	1
μεγαλοκόρυφος	65428	1
ἀρτιασμός	15624	1
εὔφραστος	45438	1
προσεπιπλήσσω	89234	1
κορδακικός	59075	1
τροχερός	105598	1
εὐανάπνευστος	43392	1
ἀποπληκτικός	13443	1
Λυκολέων	nlsj7325	1
ἐπιδιήγησις	39244	1
ἐπεξέλεγχος	38681	1
ἐπούρωσις	41876	1
ὁδοποίησις	72087	1
προαυλέω	nlsj90348	1
ἰάτρευμα	49746	1
προεξαγκωνίζω	87303	1
ἀντιδιαβάλλω	9870	1
κακοηθιστέον	52195	1
διατριπτέον	26119	1
διασίζω	25815	1
χρονιστέον	114745	1
προδιασύρω	87025	1
ἐκληπτέον	32359	1
ἐπιβλεπτέον	38927	1
ἀνασκευαστικός	7475	1
ἑξαχῶς	37034	1
κατασυλλογίζομαι	55335	1
προσυλλογίζομαι	90223	1
δεικτός	23664	1
ἀνεπισκεψία	8422	1
γνωρισμός	22527	1
παράλοιπος	78362	1
ὀνοματώδης	74160	1
σχιζόπτερος	101881	1
προορατικός	88181	1
ἀταραχώδης	16964	1
ἀπορραπίζω	13598	1
αἱματικός	2416	1
ἔκμαξις	32434	1
ἀνάπλυσις	7235	1
μυρεψία	69234	1
ὑποκιρνάω	nlsj111084	1
περιπωμάζω	82029	1
ἔγκρυψις	30440	1
ἀστρόβλητος	16632	1
ὀστρακηρός	75627	1
πονητικός	85660	1
κεφαλοβαρής	57007	1
βραχυβιότης	20844	1
προσαισθάνομαι	88487	1
συναναχορεύω	99297	1
ἀνετεροίωτος	8523	1
ἐπιπλατύνω	40525	1
ἀποκολπόομαι	12893	1
σύναναστομόω	nlsj102893	1
ἀνόμιχλος	9218	1
δροσοπάχνη	28457	1
ἐκπιεσμός	32643	1
ἀπόθραυσις	12644	1
κιρκίας	57525	1
διεκπνέω	26524	1
ἀναπυρόω	7333	1
ἑλικίας	33693	1
γραμμοειδής	22780	1
περίαυγος	81117	1
ἀμφιφανής	6125	1
ὑπέρζεστος	107524	1
παρεξωθέω	79436	1
συγκραδαίνω	97889	1
ἐγκατειλέομαι	30214	1
ἐπικλίντης	39760	1
ἱζηματίας	50156	1
ῥήκτης	92326	1
ὤστης	116423	1
ἀνταποπάλλω	nlsj20467	1
παλματίας	77032	1
συσσωματοποιέω	101424	1
ἀναχώρημα	7833	1
ἀντανακοπή	9437	1
εὐαυγής	43481	1
νεόχμωσις	70452	1
περιοχέομαι	81834	1
ἐπαναστέλλω	38140	1
ἐξερπύζω	nlsj35219	1
ἑξαπλασίων	36855	1
διεξέρπω	26611	1
ἀνοίδησις	9150	1
πέπανσις	80894	1
ὁλολαμπής	73228	1
ἐκσχίζω	32929	1
πολυμέριμνος	85057	1
ἰσοκλινής	51052	1
σύνθλιψις	100622	1
ἀλεάζω	3916	1
περίωσις	82620	1
λίφαιμος	63659	1
κλαδάσσομαι	57658	1
πνῖξις	84087	1
ἀνανήχω	nlsj17247	1
κορδύλος	59085	1
ἐπίπτυγμα	40672	1
ὑπέρξηρος	107718	1
σύντρησις	101064	1
φλεβονευρώδης	111705	1
καταψυκτικός	55683	1
πυόω	91544	1
διάπνευσις	25569	1
ὄγκωσις	71987	1
ἄντωσις	10818	1
ἀμοργός	5431	1
δίαντα	25412	1
εὐπίλητος	44780	1
ἄπηκτος	12052	1
σκληρόδερμος	94984	1
ὀσφραντικός	75667	1
ἐπιπόλασις	nlsj50583	1
πλυτικός	84016	1
δυσκατάποτος	29127	1
δυσανάπνευστος	28676	1
μυριοστημόριον	69293	1
ἐγερτός	30058	1
βραχύυπνος	nlsj30283	1
προβληματικός	86828	1
ἐξαιματόω	36558	1
ἀδηλόφλεβος	1241	1
ἀνταπωθέω	9506	1
ἀορτή	11155	1
νωθρεύομαι	nlsj76332	1
προσγυμναστής	88832	1
προσκαταμένω	89525	1
ὑπεράτοπος	107291	1
βδελυρεύομαι	19708	1
προαναισχυντέω	86512	1
ἄπειστος	11773	1
ἀντιδιαπλέκω	9882	1
θυτεῖον	49579	1
ἐνεργολαβέω	35428	1
ἐνεπιορκέω	35408	1
προσκαθιζάνω	nlsj93949	1
ἑλκοποιέω	33750	1
ἀνθυποβάλλω	8947	1
ὑλαγωγέω	106579	1
ὀκτωκαιδεκάδραχμος	72858	1
δωδεκάδραχμος	29706	1
συνεκκαίδεκα	99928	1
διακυκάω	25080	1
καλαμίτης	52514	1
τριηραύλης	104946	1
ἰαμβειοφάγος	49683	1
γραμματοκύφων	22765	1
αὐτοτραγικός	nlsj28776	1
συσκευωρέομαι	101352	1
νεβρίζω	69997	1
προηγεμών	87467	1
ὀπωρώνης	74712	1
κακαγγελέω	52059	1
φωνασκία	112828	1
συγκατήγορος	97753	1
ἀναπόγραφος	7249	1
προσπερικόπτω	89934	1
ὑπερθαύμαστος	107553	1
ἀναδεκτέον	6421	1
κεῖ	56390	1
παλιγκαπηλεύω	76838	1
μετεξαιρέομαι	67111	1
μετεντίθημι	67110	1
λημμάτιον	62910	1
ἀσύμπτωτος	16779	1
ὀκτάεδρος	72791	1
παρατέλευτος	78910	1
πολυτεχνία	85425	1
ἀντίψηφος	10724	1
παλιλλογία	76857	1
καρφολογέω	53558	1
πυανοψιών	nlsj95410	1
συναρκέομαι	99505	1
ἐπίσταλμα	40968	1
αὐλίδιον	17428	1
σφαιριστήριον	101570	1
ἰχθυοπώλιον	51483	1
ταριχοπώλιον	102473	1
χολίκιον	114345	1
τρίχαλκον	105390	1
συκοτραγέω	98121	1
θυήλημα	49296	1
ἀργυροθήκη	14849	1
προσεπιγράφω	89172	1
Ὀρφεοτελεστής	75453	1
προσερυγγάνω	89310	1
συντερετίζω	100998	1
μικροφιλοτιμία	67786	1
μικροφιλότιμος	67787	1
κολοιάω	58662	1
στηλίδιον	96704	1
γαλάξια	21475	1
διάζευγμα	24751	1
πλεθρίζω	83633	1
περισπογγίζω	82158	1
κατοχάομαι	nlsj65901	1
δεκαδιστής	23823	1
θεατρώνης	47996	1
πύνδαξ	91515	1
εἰσκρούω	31420	1
ὑποπρίασθαι	nlsj111385	1
ἐπικαταλλαγή	39603	1
Λιβύηθε	nlsj7190	1
ποταμέλγω	85934	1
ἐθειράζω	30750	1
ἐλλοπιεύω	33865	1
ἁλίτρυτος	4316	1
πυρναῖος	91767	1
ἀκράτιστος	3430	1
κάθιξις	51836	1
ἀτύζω	nlsj27471	1
προσαμείβομαι	88517	1
μελίπνους	nlsj72950	1
ζοός	nlsj114686	1
λακάω	61705	1
καππυρίζω	53210	1
ὑπομάσσω	108757	1
μεγάλοιτος	65415	1
ἀμφιστέλλομαι	6075	1
λιπαρόχρους	nlsj70988	1
δαγύς	23162	1
ἐρωτύλος	42871	1
τηνῶθεν	103867	1
τηνῶ	103866	1
ὧπερ	116288	1
τηλέφιλον	103814	1
πλατάγημα	83522	1
ἐκμαραίνω	32435	1
κοσκινόμαντις	59281	1
ποιολογέω	84359	1
ἐριθακίς	42439	1
ἐνδιαθρύπτομαι	35186	1
βρόχθος	21073	1
σκαπάνη	94570	1
κακοχρήσμων	nlsj61989	1
στομάλιμνον	96986	1
αἰγίπυρος	2176	1
ἀναύω	7710	1
λέπαργος	62442	1
τουτόθεν	104443	1
ἀτρακτυλλίς	nlsj27427	1
ὁσσίχος	75575	1
κακόκνημος	52222	1
ἀνακλέπτω	6723	1
ποκίζω	84389	1
ποτιδεύομαι	86014	1
ξυλοχίζομαι	71788	1
βουκολιαστής	20556	1
ποππυλιάζω	85715	1
λεπύριον	62570	1
φιλοποίμνιος	nlsj56740	1
καλαμευτής	52487	1
ῥαγίζω	92060	1
προσκιγκλίζομαι	89595	1
πρόσορθρος	89844	1
φιλεχθής	110975	1
λευκίτης	62655	1
κορυπτίλος	59223	1
ἡμιγένειος	47058	1
κνηκός	nlsj67332	1
πλακερός	83438	1
μεσημέριος	66401	1
ἀρβυλίς	14743	1
εὔκριθος	44315	1
δωρύττομαι	29836	1
κνύζα	58222	1
ὀροδαμνίς	75288	1
αἰθαλίων	2297	1
ἀκανθίς	2909	1
Κασταλίδες	nlsj6109	1
ὄαρ	71890	1
πυρρότριχος	91857	1
ἰσομάτωρ	51080	1
φάλαρος	110189	1
ἰυκτής	51421	1
ὑψίτερος	109997	1
γυναικοφίλης	23056	1
λάμπουρος	61844	1
σύνοφρυς	100917	1
αἰθριοκοιτέω	2346	1
μίτυλος	68145	1
δίδακτρα	26404	1
ἄκρηβος	3453	1
ἐγκαναχάομαι	30110	1
λαιοτομέω	61679	1
ἄσκαλος	16229	1
καλαμαία	nlsj62015	1
τρύχνος	nlsj107750	1
βοῦκος	20568	1
ἀμαλλοδέτης	4889	1
κόρθυς	59103	1
ἔγχριστος	30617	1
σφριγανός	101740	1
ὑπεραχθής	107309	1
γλυκύκαρπος	22370	1
τρίγαμος	104852	1
χαλκεοκάρδιος	113052	1
διεξαίσσω	nlsj35178	1
εἰλιτενής	31095	1
νύχειος	71337	1
λιποναύτης	63535	1
ἱπποδιώκτης	50749	1
κλύμενον	58027	1
Θρᾳκιστί	49002	1
λῶπος	64351	1
ποτίκρανον	86025	1
χλαμυδηφόρος	114104	1
πάραρος	nlsj80757	1
τρισκαιδεκάπηχυς	nlsj107483	1
ἑπτάδραχμος	41928	1
ἀπότιλμα	14053	1
περονητρίς	82646	1
αἰνόθρυπτος	nlsj28013	1
κλᾴξ	57695	1
καταπτυχής	54936	1
ἐμπερόνημα	34321	1
θολία	48939	1
κυνοθαρσής	60889	1
θερίστριον	48423	1
φλίβω	111778	1
περόνημα	82644	1
ἐνυφαντός	36426	1
ἐκκναίω	32199	1
πλατειάζω	83543	1
Πελοποννασιστί	nlsj8746	1
Διωναῖος	nlsj4857	1
πολύναος	85103	1
ταλαρίσκος	102240	1
μάλευρον	64823	1
ἀηδονιδεύς	1856	1
ἀῶθεν	18919	1
περίσπλαγχνος	82157	1
διαειδής	24743	1
διαπιαίνω	25524	1
ὑλητόμος	106611	1
υἱωνή	nlsj112007	1
ὑπωλένιος	109654	1
περικλῄζω	81531	1
λαοφόνος	61936	1
λυσίζωνος	64201	1
πολυκήτης	84930	1
νεόγραφος	70225	1
περίπλεκτος	81923	1
κάπος	nlsj61437	1
πηνίζομαι	82988	1
κελέοντες	56471	1
εὐπένθερος	44729	1
ἁλίκος	nlsj11211	1
βοηνόμος	20228	1
ἀγκίστριον	555	1
λάλλαι	61783	1
ἐπιβρύω	38988	1
ἐξέννυμι	nlsj35116	1
ἐπαυτέω	nlsj47980	1
ὑπεξαναβαίνω	107160	1
πολύφιλτρος	85500	1
ἀνάθρεμμα	6561	1
σχοινίς	101917	1
ἀποσκυλεύω	13737	1
ἐγέρσιμος	30049	1
εὔσοος	45148	1
λώτινον	64366	1
ἀμνεῖος	5354	1
μελεδωνεύς	65952	1
εὔμολπος	44508	1
τυννός	105919	1
ὑπόδροσος	108357	1
τετράπολος	103501	1
πολύεργος	84816	1
κορυνάω	59210	1
ἀρρηνής	15502	1
ἀμόλγιον	5409	1
βόαυλος	20194	1
κνήμαργος	58141	1
ἀτιμαγέλης	17074	1
αἰνολέων	2551	1
πισεύς	83260	1
ἀγχόμορος	1063	1
νευρειή	70479	1
ἐχέστονος	45903	1
προδείελος	86936	1
πολυώδυνος	85592	1
περιγληνάομαι	81193	1
ἐπαξόνιος	38252	1
προσχεθεῖν	90364	1
θυμαρέω	49353	1
ἐπιμωματός	nlsj50416	1
σταφυλίς	96321	1
φιλέριθος	110942	1
ἀλακάτα	nlsj15625	1
τυῖδε	105833	1
ἀναμετεράω	nlsj16902	1
εὐαλάκατος	43366	1
ὄρπετον	75337	1
ὕμοιος	nlsj108125	1
ὑποδάμνημι	nlsj109275	1
ἀπαλίσκομαι	nlsj12774	1
συλλάπτω	nlsj101893	1
παραύα	78982	1
νητρεκής	70789	1
δαφνηφάγος	23563	1
τυλίσσω	105853	1
ποδηγετέω	84133	1
ὑπερποτάομαι	107831	1
ἀμφιμήτριος	5952	1
γρώνα	nlsj58958	1
εὐγάληνος	43531	1
παρθενοκτόνος	79593	1
ἰουλόπεζος	50624	1
βουπλανόκτιστος	20651	1
οὐλαμηφόρος	75814	1
φλοιδέω	111823	1
τινθός	104036	1
ἄφλογος	18400	1
Ἴσχενος	nlsj1732	1
ἄξιφος	11073	1
φαρμακουργός	110353	1
Γιγαντόραιστος	22181	1
ἀνθοπλίτης	8808	1
φύσησις	112679	1
αἰστωτήριος	2691	1
ἀμφελυτρόω	5682	1
κυνοσφαγής	60942	1
δρύκαρπον	28474	1
θουράω	48980	1
Πεφναῖος	82842	1
ὑγρόφοιτος	106275	1
κελύφανον	56527	1
ῥακτός	92137	1
ὄστριμον	75655	1
μηλιαυθμός	67381	1
σαλάμβη	93128	1
ἐμπταίω	34534	1
ἀστίβητος	16537	1
σιφνεύς	94462	1
ἐπεσβολέω	38740	1
κάσσα	53610	1
σύνδορπος	99788	1
ἁγνίτης	713	1
ἀλοιτός	nlsj16035	1
ἀνακυπόω	6852	1
πεντάλεκτρος	80670	1
εὐναστήρ	44526	1
ἐκλόω	nlsj22835	1
πεντάγαμβρος	80618	1
γαμφαί	21583	1
ὠλενίτης	116153	1
ἁρπακτήριος	15402	1
πενθεροφθόρος	80584	1
πόδαργος	84121	1
δαίσφαλτος	nlsj31960	1
εἰδωλόπλαστος	30887	1
καταξανάω	nlsj63491	1
ξεινοβάκχη	71476	1
ἑξάπεζος	36839	1
προγεννήτειρα	86887	1
οὐλαμώνυμος	75817	1
ἔντοκος	36261	1
καρατόμος	nlsj62818	1
λεβητίζω	62185	1
δαιταλουργία	23257	1
δευτεροῦχος	24269	1
σφάλτης	101618	1
πολιρραίστης	84493	1
Ἐνόρχης	nlsj1640	1
φαυστήριος	110468	1
βρεφοκτόνος	20944	1
πλεκτανόστολος	83677	1
λαρνακοφθόρος	61977	1
αἰθυιόθρεπτος	2358	1
λιναγρέτης	63361	1
καταδρυφάσσω	53948	1
καταρραγή	55005	1
λαβράζω	61456	1
τυπωτός	105952	1
ἀγάστωρ	366	1
νεκροπέρνας	70100	1
ἐπεγκαχάζω	38440	1
ἐπιμαιμάω	40107	1
κράντης	59649	1
ἀγχίπους	1039	1
λαθρόνυμφος	61615	1
λαιμίζω	61656	1
στεφηφόρος	96677	1
τρίπατρος	105116	1
πρωτόσφακτος	91049	1
φαιουρός	110118	1
αἰθαλωτός	2304	1
ἀπεμπολητής	11845	1
μορμωτός	68772	1
ἀναψαλάσσω	7841	1
Σισύφειος	nlsj10029	1
ὡρίτης	116348	1
μισόνυμφος	68067	1
δουρατόγλυφος	28204	1
ὀστοθήκη	75606	1
μύχουρος	69528	1
ἡμίθραυστος	47104	1
τριώνυχος	105479	1
λατρεύς	62058	1
κηρουλκός	57231	1
πολύστοιχος	85370	1
ἄγχουρος	1075	1
βουσκαφέω	20678	1
γογγυλάτης	22559	1
μυλεύς	69119	1
ἀγήλατος	493	1
αὐτοφόντης	18000	1
ὄχμος	76265	1
Ὕλατος	nlsj867	1
ὀπάτριος	nlsj79114	1
αἰχμητήριος	2805	1
τορητός	104375	1
πρωταίχμεια	90911	1
πυργοσκάφος	91607	1
βάβαξ	18960	1
πηλοποιέω	82950	1
αὐτόδαιτος	17652	1
λυκαινόμορφος	64065	1
ὀχή	76212	1
σπληδός	95969	1
χαλκωρυχέω	113212	1
γνύθος	22492	1
δεπαστραῖος	24110	1
παμμήστωρ	77083	1
ἀμφερείδω	5687	1
θριπόβρωτος	49178	1
δισάρπαγος	27444	1
τριγέννητος	104855	1
βοαρμία	20190	1
ψευδωμότης	115587	1
ἐναιχμάζω	34773	1
ἀέδνωτος	1554	1
θαμβητός	47840	1
ἐγκορύπτω	30384	1
σκιαστής	94842	1
ῥαιβόω	92103	1
φιλαυθόμαιμος	110893	1
πρόβλαστος	86824	1
δαιδαλεύτρια	23202	1
Γόλγος	nlsj5763	1
οἰωνόμικτος	72730	1
εὔγληνος	43556	1
θεατρόμορφος	47990	1
ἀγυιοπλαστέω	974	1
ἰαυθμός	49771	1
θουράς	nlsj96841	1
οἴστρησις	72673	1
κολοσσοβάμων	58689	1
ἑρματίτης	42604	1
ἀρδηθμός	14917	1
ἄδορπος	1458	1
ψίζομαι	115702	1
ναυτιλοφθόρος	69906	1
στερφόπεπλος	96628	1
βοαγίδης	nlsj29807	1
κλώμαξ	nlsj67297	1
δαιταλάομαι	23256	1
κηραμύντης	57172	1
θρανύσσω	49016	1
κενταυροκτόνος	56604	1
θηρόπλαστος	48798	1
κνωπόμορφος	58248	1
συφός	101533	1
ἀλήπεδον	4103	1
λαβρόομαι	61466	1
ὁρκώμοτος	75141	1
λινεργής	63375	1
κλῶσις	58084	1
ἐκναυσθλόω	32495	1
χελλύσσω	nlsj112972	1
λοῦσις	63913	1
ἵσμα	50992	1
παλινστρόβητος	76960	1
ἀναυλόχητος	7693	1
αὐτουργότευκτος	17987	1
προσταργανόομαι	nlsj94503	1
Ἀμφίβαιος	5716	1
ἐνσαρόομαι	36037	1
δρυφάσσω	28520	1
κρεάγρευτος	59771	1
ἁλίβρωτος	4160	1
ἵκτης	50314	1
μυθοπλάστης	69045	1
ἱππηγέτης	50707	1
μύκλοι	nlsj75441	1
κασωρεύω	53640	1
ἐπεγκολάπτω	38448	1
αἰνοβάκχευτος	2535	1
ἀνίχνευσις	9100	1
ἀχθέω	18698	1
μουσόφθαρτος	68921	1
κραντήρ	59647	1
πτέλας	91101	1
χρυσόπατρος	114930	1
ἡπατουργός	47456	1
ἀρβυλόπτερος	14744	1
θεριστήρ	48415	1
δυσμίσητος	29252	1
ἐξινάω	nlsj19086	1
μαρμαρῶπις	65068	1
ἀγαλματόω	309	1
ἀμφελύτρωσις	5683	1
λαμπτηροκλέπτης	61870	1
τριπλανής	105130	1
ποδηγία	84136	1
θερείποτος	48404	1
τριάνωρ	104801	1
σκυλήτρια	95304	1
ἁβρόπηνος	182	1
φορυκτός	112175	1
θηρόχλαινος	48812	1
ναυηγέτης	69798	1
θρύλιγμα	49221	1
τυμβεία	105870	1
νειρός	70066	1
ἀποινόδορπος	12705	1
βραχύπτολις	20880	1
κέγχρινος	56352	1
λυρόκτυπος	64180	1
Ναύαιθος	nlsj8087	1
θέρμυδρον	48493	1
ἱπποτέκτων	50837	1
ψευδώμοτος	115588	1
στεργοξύνευνος	96540	1
Ἀλοῖτις	nlsj2181	1
κητόδορπος	57281	1
μονοίκητος	68540	1
θηρόμικτος	48794	1
τρίδειρος	104896	1
νήπαυστος	70691	1
λῄταρχος	62995	1
ἁλίσμηκτος	4277	1
δειραῖος	23775	1
χαλκόμιτρος	nlsj112571	1
πιθηκόμορφος	83098	1
ποδωτός	84188	1
παπποκτόνος	77741	1
στρατόπλωτος	97149	1
δρακοντόμορφος	28287	1
γοηρός	22585	1
τρόχμαλος	105629	1
λαμπέτης	61834	1
γυιοῦχος	22948	1
ῥύσταγμα	92866	1
στεγάνομος	96373	1
ναυφάγος	69915	1
νεοσκαφής	70368	1
αὐχενιστήρ	18056	1
συνταργανόομαι	100961	1
Χαλυβδικός	113216	1
ὑλοκουρός	106646	1
κλεψίνυμφος	57827	1
ἀστέμβακτος	16477	1
σίφλος	nlsj98724	1
φαρμακτήριος	110357	1
ῥαβδηφόρος	92027	1
ἀθεσμόλεκτρος	1960	1
χιλίωρος	114025	1
φθιτόω	110726	1
ἐκκέλευθος	32141	1
παπταλάομαι	77751	1
ἀμφείρω	nlsj16374	1
ὀφελτρεύω	76092	1
ἐπιλώβητος	40103	1
ἑπωπίς	42089	1
ταρμύσσω	102478	1
λαμπαδουχία	61825	1
τριαύχενος	104812	1
γούνασμα	22711	1
θέοινος	48184	1
γλαγότροφος	22222	1
πρεσβειόομαι	86284	1
συλλαφύσσω	98177	1
ὀψίτεκνος	76339	1
συγκατηρεφής	97754	1
ταυροπάρθενος	102582	1
δραύκιον	28353	1
φυτόσπορος	112775	1
δρακοντόφρουρος	28292	1
τετράπνης	103490	1
ἔρραος	42690	1
γνωτοφόντις	nlsj58716	1
λάληθρος	61773	1
ἕδωλον	30736	1
ζωστηροκλέπτης	46546	1
στόρνη	97042	1
ὁμοκλήτειρα	73726	1
Μοψόπειος	nlsj7981	1
ἑξάπρυμνος	36888	1
παλίμφρων	76906	1
Γοργάς	22675	1
χρυσεργός	114827	1
μυνδός	69168	1
δρυηκόπος	28468	1
τευχοπλάστις	103677	1
ἐμφύρω	34662	1
πρωτόμισθος	91007	1
κασωρίς	53642	1
ἐπείσιον	38517	1
κηκάζω	57081	1
παντόμορφος	77655	1
λάμπουρις	61843	1
νεκρόταγος	70109	1
ἀθώπευτος	2092	1
ῥητρεύω	92381	1
Μάμερσα	64878	1
κάλινος	52592	1
χρησμολέσχης	114663	1
φλοιῶτις	111836	1
ὀρειθαλής	74812	1
πέρρα	82653	1
παλίμπλωτος	76887	1
φηγότευκτος	110626	1
λυκοψία	64129	1
παμφαλάω	77137	1
ἀμφιδηριάομαι	5782	1
βούστροφος	20690	1
Χαλαστραῖος	112977	1
μελάγκραιρα	65778	1
φοιβάστρια	111914	1
ὁμόρροθος	73815	1
καταγείρω	nlsj63703	1
ἀρτιγλυφής	15636	1
ἀνούατος	9324	1
βοτρυόπαις	20464	1
ποικιλότραυλος	84303	1
μινύρισμα	67902	1
αἰγιβάτης	2144	1
δίγληνος	26386	1
ἀμφιπιέζω	nlsj16395	1
κλαγγέω	57647	1
φυσιγνώμων	112695	1
εἰκοσάμηνος	30974	1
ᾠδοποιός	116061	1
ἐπιπορπίς	40607	1
ὀιστευτής	nlsj78556	1
ζευγῖτις	nlsj114621	1
ἄκυθος	3762	1
τέθμιος	102773	1
ὀφέλσιμος	76091	1
ἁρπακτύς	15407	1
ἀχράαντος	18755	1
λαγωβολία	61544	1
ἄππας	14383	1
πολυωνυμία	85594	1
φαεσφορία	110074	1
λεγνωτός	62201	1
ἄμιτρος	5305	1
ἀμορβός	5421	1
ἀμβολαδίς	5069	1
ἀφρικτί	18497	1
Λητωιάς	nlsj7168	1
κυνοδρομία	60885	1
Τιτυοκτόνος	104099	1
Ἀμνισιάδες	nlsj2293	1
ὑποληνίς	108694	1
θυμάρμενος	49355	1
εἰναετίζομαι	31137	1
παίπαλον	76701	1
διωκτύς	27762	1
Δίκτυνα	nlsj4726	1
ποδόρρωρος	84170	1
κυνηλασία	60853	1
ἐπιθυμήτειρα	39485	1
νέβρειος	69991	1
βερεκύνθιος	nlsj29501	1
κατακροταλίζω	54286	1
ἐλαφηβολία	33461	1
εὐαντέω	43411	1
χαλινοφάγος	113015	1
ὑπαξόνιος	106929	1
σίβδη	nlsj98715	1
Φυσάδεια	nlsj5608	1
φορβαῖος	112077	1
εἰσοψάομαι	nlsj52637	1
ἐπιβάζω	nlsj48276	1
παριτός	79648	1
δόρξ	nlsj36432	1
φοιτάζω	112011	1
ἀντημοιβός	9763	1
ἐπιβρωμάομαι	38989	1
ὑποδινέομαι	108320	1
αἰνογένειος	2539	1
βοόστασις	20342	1
Χειρωνίς	113721	1
θερμάστρα	48441	1
πυρίκμητος	91697	1
περιστείνω	82224	1
δυστοκεύς	29531	1
ἑβδομάκις	29894	1
δυσήροτος	29044	1
ἀμφιετής	5829	1
γηλεχής	22117	1
κιθαρισμός	57348	1
ἀειζώων	1594	1
τοπήιον	nlsj106847	1
γελαστύς	21782	1
εὐέστιος	43860	1
ἁρπάγιμος	15394	1
ἀναθύω	6578	1
πολύθεστος	84868	1
ἐκκεραίζω	nlsj43402	1
ὠμοτόκος	nlsj112246	1
Ἰτωνιάς	nlsj3610	1
ψευδοπάτωρ	115541	1
παναπηρής	77251	1
ἐπίμεστος	40190	1
ἰλυός	50401	1
κινώπετον	57501	1
πολύστιος	85366	1
ἀνατανύω	7602	1
προσπηχύνομαι	89950	1
ἐπιδαίσιος	39100	1
νενίηλος	70193	1
ῥυηφενίη	92775	1
ἀπημονία	12067	1
συμμισέω	98445	1
συναγαπάω	99007	1
ὀχυροποιέομαι	76271	1
τόρος	nlsj106722	1
προκαταπλέω	87698	1
βοώδης	20727	1
ἀντιπεριάγω	10330	1
ὁμοπλοέω	73784	1
προσεπισιτίζομαι	89244	1
τετραπόδης	103492	1
ξενολόγος	nlsj30708	1
θηρευτέον	48728	1
ἐπανοιστέον	38226	1
ἀντιφιλοδοξέω	10656	1
συμβελής	98260	1
μονομαχικός	68587	1
προβραχής	86865	1
ἀποσκοτόομαι	13730	1
διαδράσσομαι	24733	1
ψυχομαχία	115912	1
δυσκατάπληκτος	29122	1
ἀποθινόομαι	12636	1
δυσέκφευκτος	28904	1
